id,kShortName,kDemangledName,ground_truth,duration,overlap_ratio,slowdown,ID,Kernel Name,Compute throughput,SM,Memory throughput,DRAM throughput,Achieved occupancy,Maximum occupancy,L1 hit rate,L2 hit rate
473,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::masked_scale_kernel<bool, float, float>(at::Tensor &, const at::Tensor &, const at::Tensor &, T3)::[lambda(float, bool) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",41697,40929,1.0,-0.01841859126555867,472,vectorized_elementwise_kernel,15.22,108,68.33,68.33,84.66,100.0,0.0,53.91
474,ampere_sgemm_128x32_tn,ampere_sgemm_128x32_tn,632523,629451,1.0,-0.004856740387306074,473,ampere_sgemm_128x32_tn,87.62,108,80.07,2.45,45.64,50.0,0.52,97.33
475,ampere_sgemm_64x32_sliced1x4_nt,ampere_sgemm_64x32_sliced1x4_nt,690316,689707,1.0,-0.0008822046714837842,474,ampere_sgemm_64x32_sliced1x4_nt,82.16,108,46.82,5.99,20.84,25.0,0.07,81.48
476,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",29697,30209,1.0,0.01724079873387884,475,reduce_kernel,9.44,108,33.84,33.84,41.68,62.5,8.3,6.94
477,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",2560,2464,1.0,-0.0375,476,vectorized_elementwise_kernel,0.02,108,0.48,0.09,6.21,100.0,0.0,91.26
478,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",4832,4800,1.0,-0.006622516556291391,477,vectorized_elementwise_kernel,4.03,108,22.86,18.47,43.51,100.0,0.0,53.81
479,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",47745,48001,1.0,0.005361817991412714,478,vectorized_elementwise_kernel,6.29,108,74.62,74.62,88.0,100.0,0.0,45.95
480,reduce_kernel,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",45569,46945,1.0,0.03019596655621146,479,reduce_kernel,75.71,108,23.95,23.95,90.17,100.0,10.44,8.53
481,elementwise_kernel,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",4480,4416,1.0,-0.01428571428571429,480,elementwise_kernel,6.05,108,12.28,3.17,20.36,100.0,0.0,86.96
482,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<unsigned char>, at::detail::Array<char *, (int)1>>(int, T2, T3)",41728,41217,1.0,-0.01224597392638037,481,vectorized_elementwise_kernel,14.2,108,24.15,4.44,9.06,100.0,0.0,100.21
483,fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80,"fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80(PyTorchMemEffAttention::AttentionBackwardKernel<cutlass::arch::Sm80, float, (bool)1, (bool)1, (bool)0, (int)64, (int)64, (int)64, (bool)0>::Params)",1228213,1285109,0.8193927518988662,0.0565348087186943,482,fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80,37.01,108,30.18,11.37,12.17,12.5,17.01,81.51
484,CatArrayBatchedCopy_aligned16_contig,"void at::native::<unnamed>::CatArrayBatchedCopy_aligned16_contig<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)3, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",110594,109602,1.0,-0.008969745194133497,483,CatArrayBatchedCopy_aligned16_contig,57.91,108,74.96,74.96,90.88,100.0,60.0,62.78
485,ampere_sgemm_128x32_tn,ampere_sgemm_128x32_tn,1875328,1878848,0.5157287870013966,0.003639519510843132,484,ampere_sgemm_128x32_tn,88.65,108,80.04,2.21,45.64,50.0,0.18,97.33
486,ampere_sgemm_128x32_sliced1x4_nt,ampere_sgemm_128x32_sliced1x4_nt,1686942,1681628,0.0,0.0,485,ampere_sgemm_128x32_sliced1x4_nt,98.07,108,40.39,4.94,12.5,12.5,0.0,84.17
487,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",69633,71650,0.0,0.0,486,reduce_kernel,11.75,108,51.09,51.09,56.47,62.5,6.37,19.8
488,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",2656,2528,0.0,0.0,487,vectorized_elementwise_kernel,0.04,108,0.54,0.17,6.12,100.0,0.0,88.17
489,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",8640,8608,0.0,0.0,488,vectorized_elementwise_kernel,6.31,108,39.06,32.57,66.65,100.0,0.0,51.85
490,layer_norm_grad_input_kernel_vectorized,"void at::native::<unnamed>::layer_norm_grad_input_kernel_vectorized<float, float>(const T1 *, const T1 *, const T2 *, const T2 *, const T1 *, T1 *, int)",56865,57121,0.0397752140193624,0.1131833115991296,489,layer_norm_grad_input_kernel_vectorized,37.15,108,65.47,65.47,65.11,75.0,44.54,53.22
491,GammaBetaBackwardCUDAKernel_32x32,"void at::native::<unnamed>::GammaBetaBackwardCUDAKernel_32x32<float, float>(long, long, const T1 *, const T1 *, const T2 *, const T2 *, T1 *, T1 *)",70945,216484,1.0,2.051434209598985,490,GammaBetaBackwardCUDAKernel_32x32,12.1,108,37.63,37.63,49.91,100.0,0.09,18.96
492,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",43777,44129,1.0,0.008040751993055715,491,vectorized_elementwise_kernel,6.43,108,71.21,71.21,87.44,100.0,29.34,40.88
493,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",3296,3104,1.0,-0.05825242718446602,492,vectorized_elementwise_kernel,0.02,108,0.42,0.08,6.2,100.0,0.0,89.83
494,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",2912,2848,1.0,-0.02197802197802198,493,vectorized_elementwise_kernel,0.02,108,0.46,0.08,6.2,100.0,0.0,89.36
495,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::masked_scale_kernel<bool, float, float>(at::Tensor &, const at::Tensor &, const at::Tensor &, T3)::[lambda(float, bool) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",41473,41312,1.0,-0.003882043739300268,494,vectorized_elementwise_kernel,15.13,108,67.59,67.59,84.85,100.0,0.0,54.35
496,ampere_sgemm_128x64_tn,ampere_sgemm_128x64_tn,2295431,2376296,0.9729591768028899,0.03620776598561298,495,ampere_sgemm_128x64_tn,95.87,108,48.16,2.06,23.96,25.0,0.36,98.83
497,ampere_sgemm_128x128_nt,ampere_sgemm_128x128_nt,2237639,2233701,0.0,0.0,496,ampere_sgemm_128x128_nt,98.49,108,31.89,3.95,23.45,25.0,0.04,78.02
498,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",36833,36993,0.0,0.0,497,reduce_kernel,9.39,108,33.48,33.48,41.1,62.5,8.28,7.27
499,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",2560,2560,0.0,0.0,498,vectorized_elementwise_kernel,0.02,108,0.47,0.09,6.22,100.0,0.0,92.18
500,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",11232,11744,0.0,0.0,499,vectorized_elementwise_kernel,6.89,108,43.87,36.81,73.24,100.0,0.0,52.04
501,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",216420,219268,0.02977178612474233,0.4420157065691076,500,vectorized_elementwise_kernel,6.43,108,87.18,87.18,92.05,100.0,0.0,49.13
502,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",222723,283045,1.0,0.2708386650682686,501,vectorized_elementwise_kernel,6.48,108,86.93,86.93,92.01,100.0,0.0,48.92
503,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::tanh_backward_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",222116,225220,1.0,0.01397467989699076,502,vectorized_elementwise_kernel,7.78,108,87.33,87.33,92.01,100.0,0.0,48.82
504,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",145219,145314,1.0,0.0006541843698138673,503,vectorized_elementwise_kernel,8.56,108,84.14,84.14,88.5,100.0,0.0,61.71
505,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",147426,147779,1.0,0.002394421608128824,504,vectorized_elementwise_kernel,8.58,108,84.22,84.22,88.49,100.0,0.0,61.49
506,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",147907,147138,1.0,-0.005199213018991664,505,vectorized_elementwise_kernel,8.55,108,83.58,83.58,89.27,100.0,0.0,61.35
507,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",147427,147299,1.0,-0.0008682263086137546,506,vectorized_elementwise_kernel,8.54,108,84.2,84.2,88.63,100.0,0.0,61.71
508,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",225251,225956,1.0,0.003129841820902016,507,vectorized_elementwise_kernel,6.47,108,86.63,86.63,92.11,100.0,0.0,48.69
509,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",223044,221347,1.0,-0.007608364268933484,508,vectorized_elementwise_kernel,6.43,108,86.03,86.03,91.9,100.0,27.7,44.31
510,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",147427,146211,1.0,-0.008248149931830668,509,vectorized_elementwise_kernel,8.56,108,84.1,84.1,88.76,100.0,0.0,61.83
511,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",224196,224676,1.0,0.002140983782047851,510,vectorized_elementwise_kernel,6.42,108,86.09,86.09,91.98,100.0,27.54,44.25
512,ampere_sgemm_128x32_tn,ampere_sgemm_128x32_tn,2484522,2491242,0.4507643175572666,0.006000354322069133,511,ampere_sgemm_128x32_tn,89.08,108,80.31,2.38,45.63,50.0,0.13,96.76
513,ampere_sgemm_64x32_sliced1x4_nt,ampere_sgemm_64x32_sliced1x4_nt,2383817,2368200,0.0,0.0,512,ampere_sgemm_64x32_sliced1x4_nt,92.87,108,52.96,6.38,23.88,25.0,0.09,82.85
514,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",85698,86818,0.0,0.0,513,reduce_kernel,11.07,108,55.59,55.59,55.87,62.5,4.9,21.07
515,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",2592,2528,0.0,0.0,514,vectorized_elementwise_kernel,0.04,108,0.61,0.21,6.13,100.0,0.0,85.56
516,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",10144,9920,0.0,0.0,515,vectorized_elementwise_kernel,6.99,108,44.04,36.95,73.55,100.0,0.0,51.42
517,layer_norm_grad_input_kernel_vectorized,"void at::native::<unnamed>::layer_norm_grad_input_kernel_vectorized<float, float>(const T1 *, const T1 *, const T2 *, const T2 *, const T1 *, T1 *, int)",58593,58849,0.03915104759639076,0.1115965691768262,516,layer_norm_grad_input_kernel_vectorized,37.76,108,65.75,65.75,65.18,75.0,44.36,54.16
518,GammaBetaBackwardCUDAKernel_32x32,"void at::native::<unnamed>::GammaBetaBackwardCUDAKernel_32x32<float, float>(long, long, const T1 *, const T1 *, const T2 *, const T2 *, T1 *, T1 *)",71137,277796,1.0,2.905084555154139,517,GammaBetaBackwardCUDAKernel_32x32,12.17,108,37.91,37.91,49.92,100.0,0.09,18.75
519,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",43553,44353,1.0,0.01836842467797856,518,vectorized_elementwise_kernel,6.41,108,71.48,71.48,88.08,100.0,29.25,40.54
520,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",3424,3040,1.0,-0.1121495327102804,519,vectorized_elementwise_kernel,0.02,108,0.45,0.09,6.19,100.0,0.0,90.32
521,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",2624,2752,1.0,0.04878048780487805,520,vectorized_elementwise_kernel,0.02,108,0.47,0.09,6.21,100.0,0.0,91.47
522,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::masked_scale_kernel<bool, float, float>(at::Tensor &, const at::Tensor &, const at::Tensor &, T3)::[lambda(float, bool) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",41377,41281,1.0,-0.002320129540566015,521,vectorized_elementwise_kernel,15.15,108,68.13,68.13,85.36,100.0,0.0,54.23
523,ampere_sgemm_128x32_tn,ampere_sgemm_128x32_tn,633931,630059,1.0,-0.006107920262615332,522,ampere_sgemm_128x32_tn,87.69,108,80.13,2.43,45.65,50.0,0.52,97.35
524,ampere_sgemm_64x32_sliced1x4_nt,ampere_sgemm_64x32_sliced1x4_nt,690924,689067,1.0,-0.002687705160046546,523,ampere_sgemm_64x32_sliced1x4_nt,81.99,108,46.73,5.99,20.85,25.0,0.08,81.6
525,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",29696,29952,1.0,0.008620689655172414,524,reduce_kernel,9.34,108,33.31,33.31,41.54,62.5,8.28,6.9
526,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",2560,2528,1.0,-0.0125,525,vectorized_elementwise_kernel,0.02,108,0.48,0.09,6.2,100.0,0.0,93.22
527,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",4833,4608,1.0,-0.04655493482309125,526,vectorized_elementwise_kernel,4.02,108,22.6,18.23,42.77,100.0,0.0,53.23
528,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",48225,48129,1.0,-0.001990668740279938,527,vectorized_elementwise_kernel,6.23,108,74.74,74.74,87.97,100.0,0.0,46.03
529,reduce_kernel,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",45600,46849,1.0,0.02739035087719298,528,reduce_kernel,75.73,108,23.97,23.97,90.17,100.0,10.44,8.71
530,elementwise_kernel,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",4480,4480,1.0,0.0,529,elementwise_kernel,6.05,108,12.13,3.14,20.38,100.0,0.0,87.2
531,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<unsigned char>, at::detail::Array<char *, (int)1>>(int, T2, T3)",41825,41217,1.0,-0.01453676031081889,530,vectorized_elementwise_kernel,14.21,108,24.18,4.37,9.07,100.0,0.0,99.99
532,fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80,"fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80(PyTorchMemEffAttention::AttentionBackwardKernel<cutlass::arch::Sm80, float, (bool)1, (bool)1, (bool)0, (int)64, (int)64, (int)64, (bool)0>::Params)",1228533,1360535,0.8712249225488503,0.1233284843312791,531,fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80,36.82,108,30.03,11.41,12.18,12.5,16.96,81.74
533,CatArrayBatchedCopy_aligned16_contig,"void at::native::<unnamed>::CatArrayBatchedCopy_aligned16_contig<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)3, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",110594,109570,1.0,-0.009259091813299094,532,CatArrayBatchedCopy_aligned16_contig,57.12,108,75.01,75.01,90.79,100.0,60.0,62.65
534,ampere_sgemm_128x32_tn,ampere_sgemm_128x32_tn,1872480,1891296,0.5500995084851868,0.0182670686032962,533,ampere_sgemm_128x32_tn,88.71,108,80.09,2.21,45.64,50.0,0.18,97.48
535,ampere_sgemm_128x32_sliced1x4_nt,ampere_sgemm_128x32_sliced1x4_nt,1687357,1682460,0.0,0.0,534,ampere_sgemm_128x32_sliced1x4_nt,98.07,108,40.39,4.94,12.5,12.5,0.0,84.07
536,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",71137,71233,0.0,0.0,535,reduce_kernel,12.08,108,51.53,51.53,56.28,62.5,6.38,19.88
537,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",2592,2528,0.0,0.0,536,vectorized_elementwise_kernel,0.04,108,0.57,0.17,6.19,100.0,0.0,83.02
538,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",8609,8513,0.0,0.0,537,vectorized_elementwise_kernel,6.28,108,37.78,31.55,67.2,100.0,0.0,52.09
539,layer_norm_grad_input_kernel_vectorized,"void at::native::<unnamed>::layer_norm_grad_input_kernel_vectorized<float, float>(const T1 *, const T1 *, const T2 *, const T2 *, const T1 *, T1 *, int)",57377,60513,0.09307091038289293,0.5872516624494769,538,layer_norm_grad_input_kernel_vectorized,37.37,108,65.42,65.42,65.09,75.0,44.46,54.03
540,GammaBetaBackwardCUDAKernel_32x32,"void at::native::<unnamed>::GammaBetaBackwardCUDAKernel_32x32<float, float>(long, long, const T1 *, const T1 *, const T2 *, const T2 *, T1 *, T1 *)",71809,218243,1.0,2.039215140163489,539,GammaBetaBackwardCUDAKernel_32x32,11.92,108,38.34,38.34,49.91,100.0,0.09,18.64
541,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",43969,44097,1.0,0.002911141940912916,540,vectorized_elementwise_kernel,6.42,108,73.12,73.12,87.78,100.0,29.18,40.94
542,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",2848,2944,1.0,0.03370786516853932,541,vectorized_elementwise_kernel,0.02,108,0.48,0.09,6.2,100.0,0.0,91.3
543,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",2752,2688,1.0,-0.02325581395348837,542,vectorized_elementwise_kernel,0.02,108,0.7,0.09,6.2,100.0,0.0,92.2
544,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::masked_scale_kernel<bool, float, float>(at::Tensor &, const at::Tensor &, const at::Tensor &, T3)::[lambda(float, bool) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",42977,41121,1.0,-0.04318589012727738,543,vectorized_elementwise_kernel,15.27,108,68.8,68.8,85.2,100.0,0.0,54.49
545,ampere_sgemm_128x64_tn,ampere_sgemm_128x64_tn,2295687,2441577,1.0,0.06354960410543772,544,ampere_sgemm_128x64_tn,95.86,108,48.15,2.06,23.96,25.0,0.36,98.58
546,ampere_sgemm_128x128_nt,ampere_sgemm_128x128_nt,2236999,2259687,0.01501137104386581,0.6756317711166789,545,ampere_sgemm_128x128_nt,98.48,108,31.89,3.99,23.45,25.0,0.04,78.43
547,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",38177,37728,0.0,0.0,546,reduce_kernel,8.92,108,33.31,33.31,41.08,62.5,8.29,7.04
548,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",2752,2688,0.0,0.0,547,vectorized_elementwise_kernel,0.02,108,0.46,0.09,6.07,100.0,0.0,91.72
549,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",11136,11521,0.0,0.0,548,vectorized_elementwise_kernel,6.78,108,43.52,36.54,73.46,100.0,0.0,51.48
550,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",216579,219811,0.02940708153823057,0.5074614805682915,549,vectorized_elementwise_kernel,6.43,108,86.84,86.84,91.95,100.0,0.0,49.25
551,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",224196,267941,1.0,0.1951194490535068,550,vectorized_elementwise_kernel,6.47,108,87.08,87.08,92.03,100.0,0.0,48.56
552,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::tanh_backward_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",222884,226020,1.0,0.01407009924445003,551,vectorized_elementwise_kernel,7.85,108,87.44,87.44,92.07,100.0,0.0,48.55
553,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",145507,145218,1.0,-0.001986158741503845,552,vectorized_elementwise_kernel,8.57,108,84.55,84.55,89.41,100.0,0.0,61.81
